time,ceiling_price,floor_price,reference_price,open_price,close_price,match_price,price_change,percent_price_change,highest_price,lowest_price,average_price,total_match_volume,total_match_value,total_deal_volume,total_deal_value,total_volume,total_value,foreign_net_trading_volume,foreign_net_trading_value,foreign_buy_value_matched,foreign_buy_volume_matched,foreign_sell_value_matched,foreign_sell_volume_matched,foreign_buy_value_deal,foreign_buy_volume_deal,foreign_sell_value_deal,foreign_sell_volume_deal,foreign_buy_value_total,foreign_buy_volume_total,foreign_sell_value_total,foreign_sell_volume_total,foreign_total_room,foreign_current_room,foreign_holding_volume,total_trade,total_buy_trade,total_buy_trade_volume,total_sell_trade,total_sell_trade_volume,reference_price_adjusted,open_price_adjusted,close_price_adjusted,price_change_adjusted,percent_price_change_adjusted,highest_price_adjusted,lowest_price_adjusted,unmatched_buy_trade_volume,unmatched_sell_trade_volume,dif_volume_buy_sell,average_volume_buy_order,average_volume_sell_order
2023-09-19,39500,34400,36950,37200,36550,36550,-400,-0.01082544,37200,36400,36771.137419768456,1205729,44336026750,0,0,1205729,44336026750,186600,6868465000,7572460000,205700,703995000,19100,0,0,0,0,7572460000,205700,703995000,19100,192040150,33724721,158315429,0.0,2130.0,2748589.0,1561.0,2883130.0,36950.0,37200.0,36550.0,0.0,-0.01082544,37200.0,36400.0,1542860.0,1677401.0,-134541.0,1290.4173708920189,1846.9762972453555
2023-09-20,39100,34000,36550,36800,38350,38350,1800,0.04924761,38600,36750,37964.764648022225,3485078,132310166050,0,0,3485078,132310166050,216800,8167980000,8179020000,217100,11040000,300,0,0,0,0,8179020000,217100,11040000,300,192040150,33554421,158485729,0.0,2818.0,7062924.0,2907.0,7083024.0,36550.0,36800.0,38350.0,0.0,0.04924761,38600.0,36750.0,3577846.0,3597946.0,-20100.0,2506.3605393896382,2436.5407636738905
2023-09-21,41000,35700,38350,38500,38150,38150,-200,-0.00521512,38950,37900,38359.79361106776,2633523,101021398750,0,0,2633523,101021398750,468453,17941715500,19835545000,517700,1893829500,49247,0,0,0,0,19835545000,517700,1893829500,49247,192040150,33055821,158984329,0.0,2706.0,4917524.0,2761.0,7020756.0,38350.0,38500.0,38150.0,0.0,-0.00521512,38950.0,37900.0,2284001.0,4387233.0,-2103232.0,1817.2668144863267,2542.8308583846433
2023-09-22,40800,35500,38150,37200,36200,36200,-1950,-0.05111402,37500,36050,36580.81622149496,3959783,144852094200,0,0,3959783,144852094200,-496100,-18158385000,4113710000,112600,22272095000,608700,0,0,0,0,4113710000,112600,22272095000,608700,192040150,32943521,159096629,0.0,4099.0,6339425.0,2134.0,5834840.0,38150.0,37200.0,36200.0,0.0,-0.05111402,37500.0,36050.0,2379642.0,1875057.0,504585.0,1546.5784337643327,2734.226804123711
2023-09-25,38700,33700,36200,36000,33700,33700,-2500,-0.06906077,36600,33700,34933.60101346602,3599134,125730711150,0,0,3599134,125730711150,-524312,-18838710400,15068610000,428330,33907320400,952642,0,0,0,0,15068610000,428330,33907320400,952642,192040150,32564438,159475712,0.0,2987.0,5349757.0,2873.0,6141558.0,36200.0,36000.0,33700.0,0.0,-0.06906077,36600.0,33700.0,1750623.0,2542424.0,-791801.0,1791.0133913625712,2137.6811695092238
2023-09-26,36050,31350,33700,33100,32900,32900,-800,-0.02373887,34100,32900,33439.59054539144,2189620,73219996250,0,0,2189620,73219996250,-79567,-2697853600,6666628500,200370,9364482100,279937,0,0,0,0,6666628500,200370,9364482100,279937,192040150,32980768,159059382,0.0,2847.0,4332562.0,2085.0,4091390.0,33700.0,33100.0,32900.0,0.0,-0.02373887,34100.0,32900.0,2142942.0,1901770.0,241172.0,1521.7990867579908,1962.2973621103117
2023-09-27,35200,30600,32900,32700,34600,34600,1700,0.05167173,34600,31900,33100.439469524026,2114026,69975189650,0,0,2114026,69975189650,360246,12221781950,13460664000,397730,1238882050,37484,0,0,0,0,13460664000,397730,1238882050,37484,192040150,33537680,158502470,0.0,2821.0,4811838.0,1781.0,3345669.0,32900.0,32700.0,34600.0,0.0,0.05167173,34600.0,31900.0,2697812.0,1231643.0,1466169.0,1705.720666430344,1878.5339696799551
2023-09-28,37000,32200,34600,34600,35550,35550,950,0.02745665,35650,33550,34542.831606344196,2292236,79180322150,0,0,2292236,79180322150,1010866,35141805600,41807555000,1205450,6665749400,194584,0,0,0,0,41807555000,1205450,6665749400,194584,192040150,32612167,159427983,0.0,1837.0,3842860.0,1841.0,3741041.0,34600.0,34600.0,35550.0,0.0,0.02745665,35650.0,33550.0,1550624.0,1448805.0,101819.0,2091.921611322809,2032.0700706137968
2023-09-29,38000,33100,35550,36000,35000,35000,-550,-0.01547117,36000,35000,35435.416262743376,1800053,63785627350,0,0,1800053,63785627350,-142700,-5009190000,7540615000,212600,12549805000,355300,0,0,0,0,7540615000,212600,12549805000,355300,192040150,32455051,159585099,0.0,1240.0,2484594.0,1614.0,3964122.0,35550.0,36000.0,35000.0,0.0,-0.01547117,36000.0,35000.0,684541.0,2164069.0,-1479528.0,2003.7048387096775,2456.0855018587363
2023-10-02,37450,32550,35000,35000,34700,34700,-300,-0.00857143,35400,34000,34943.35379289852,518258,18109672650,0,0,518258,18109672650,8256,289845900,680195000,19400,390349100,11144,0,0,0,0,680195000,19400,390349100,11144,192040150,32630235,159409915,0.0,900.0,1406298.0,900.0,1284123.0,35000.0,35000.0,34700.0,0.0,-0.00857143,35400.0,34000.0,888040.0,765865.0,122175.0,1562.5533333333333,1426.8033333333333
2023-10-03,37100,32300,34700,34100,32700,32700,-2000,-0.05763689,34500,32500,33283.298406634174,2174077,72360453550,0,0,2174077,72360453550,5808,148490100,19724724000,592340,19576233900,586532,0,0,0,0,19724724000,592340,19576233900,586532,192040150,32393195,159646955,0.0,2354.0,3575312.0,1380.0,3592543.0,34700.0,34100.0,32700.0,0.0,-0.05763689,34500.0,32500.0,1401235.0,1418466.0,-17231.0,1518.8241291418863,2603.2920289855074
2023-10-04,34950,30450,32700,32100,33250,33250,550,0.01681957,33700,32000,32978.01986437126,818853,27004150500,0,0,818853,27004150500,157640,5183793000,6678123000,202940,1494330000,45300,0,0,0,0,6678123000,202940,1494330000,45300,192040150,32203399,159836751,0.0,1418.0,1902520.0,1015.0,1489663.0,32700.0,32100.0,33250.0,0.0,0.01681957,33700.0,32000.0,1083667.0,670810.0,412857.0,1341.6925246826515,1467.6482758620689
2023-10-05,35550,30950,33250,33800,32150,32150,-1100,-0.03308271,33800,32100,32615.103814650316,1491408,48642426750,0,0,1491408,48642426750,-586780,-19088603000,1759842000,53520,20848445000,640300,0,0,0,0,1759842000,53520,20848445000,640300,192040150,32741411,159298739,0.0,1919.0,2409000.0,1032.0,2387855.0,33250.0,33800.0,32150.0,0.0,-0.03308271,33800.0,32100.0,917592.0,896447.0,21145.0,1255.3413236060449,2313.812984496124
2023-10-06,34400,29900,32150,32200,32200,32200,50,0.00155521,32900,31000,31893.834730217302,1779914,56768282950,0,0,1779914,56768282950,-445480,-14240495000,8835210000,277220,23075705000,722700,0,0,0,0,8835210000,277220,23075705000,722700,192040150,32511991,159528159,0.0,2500.0,3772028.0,1196.0,2739702.0,32150.0,32200.0,32200.0,0.0,0.00155521,32900.0,31000.0,1992114.0,959788.0,1032326.0,1508.8112,2290.7207357859534
2023-10-09,34450,29950,32200,32150,33500,33500,1300,0.04037267,33500,32150,32917.86641608902,1116886,36765504150,0,0,1116886,36765504150,26600,922575000,4370445000,131600,3447870000,105000,0,0,0,0,4370445000,131600,3447870000,105000,192040150,33020691,159019459,0.0,1218.0,2361854.0,1175.0,1976471.0,32200.0,32150.0,33500.0,0.0,0.04037267,33500.0,32150.0,1244968.0,859585.0,385383.0,1939.1247947454845,1682.1029787234042
2023-10-10,35800,31200,33500,33900,33200,33200,-300,-0.00895522,34000,33200,33620.339799169,940791,31629713100,0,0,940791,31629713100,29900,1002660000,2524095000,75200,1521435000,45300,0,0,0,0,2524095000,75200,1521435000,45300,192040150,33668191,158371959,0.0,1085.0,1860265.0,1268.0,2387027.0,33500.0,33900.0,33200.0,0.0,-0.00895522,34000.0,33200.0,919474.0,1446236.0,-526762.0,1714.5299539170508,1882.513406940063
2023-10-11,35500,30900,33200,33100,33300,33300,100,0.00301205,33400,32800,33055.37130949813,709287,23445745150,0,0,709287,23445745150,15200,500330000,777480000,23600,277150000,8400,0,0,0,0,777480000,23600,277150000,8400,192040150,33749591,158290559,0.0,1435.0,1968068.0,907.0,1423689.0,33200.0,33100.0,33300.0,0.0,0.00301205,33400.0,32800.0,1258781.0,714402.0,544379.0,1371.4759581881533,1569.668136714443
2023-10-12,35600,31000,33300,33800,33800,33800,500,0.01501502,34200,33500,33940.87785941169,1354693,45979469650,0,0,1354693,45979469650,205600,6985470000,10767510000,317100,3782040000,111500,0,0,0,0,10767510000,317100,3782040000,111500,192040150,33477791,158562359,0.0,1408.0,3324836.0,1834.0,2775381.0,33300.0,33800.0,33800.0,0.0,0.01501502,34200.0,33500.0,1970143.0,1420688.0,549455.0,2361.3892045454545,1513.293893129771
2023-10-13,36150,31450,33800,33500,34800,34800,1000,0.0295858,34800,33000,33926.35863679145,1565043,53096210100,0,0,1565043,53096210100,14700,501780000,974535000,28800,472755000,14100,0,0,0,0,974535000,28800,472755000,14100,192040150,33462391,158577759,0.0,1938.0,4103825.0,1410.0,2583872.0,33800.0,33500.0,34800.0,0.0,0.0295858,34800.0,33000.0,2538782.0,1018829.0,1519953.0,2117.556759545924,1832.5333333333333
2023-10-16,37200,32400,34800,34800,34400,34400,-400,-0.01149425,35500,34200,34857.49076985297,1533020,53437230500,0,0,1533020,53437230500,-100500,-3507120000,0,0,3507120000,100500,0,0,0,0,0,0,3507120000,100500,192040150,33573891,158466259,0.0,1643.0,2625667.0,1813.0,3758124.0,34800.0,34800.0,34400.0,0.0,-0.01149425,35500.0,34200.0,1092647.0,2225104.0,-1132457.0,1598.093122337188,2072.875896304468
2023-10-17,36800,32000,34400,34450,32500,32500,-1900,-0.05523256,34650,32500,33897.505171818004,1513491,51303569000,0,0,1513491,51303569000,142000,4446210000,9855065000,299100,5408855000,157100,0,0,0,0,9855065000,299100,5408855000,157100,192040150,33288891,158751259,0.0,1476.0,2386142.0,1247.0,2882087.0,34400.0,34450.0,32500.0,0.0,-0.05523256,34650.0,32500.0,872651.0,1368596.0,-495945.0,1616.6273712737127,2311.2165196471533
2023-10-18,34750,30250,32500,32700,32000,32000,-500,-0.01538462,33100,31000,32084.293343893067,2042981,65547601700,0,0,2042981,65547601700,218860,6994500000,7397270000,231300,402770000,12440,0,0,0,0,7397270000,231300,402770000,12440,192040150,33158091,158882059,0.0,2217.0,3913954.0,1526.0,3335097.0,32500.0,32700.0,32000.0,0.0,-0.01538462,33100.0,31000.0,1870973.0,1292116.0,578857.0,1765.4280559314388,2185.5157273918744
2023-10-19,34200,29800,32000,32000,31650,31650,-350,-0.0109375,32550,31600,32055.66543580124,1268755,40670785800,0,0,1268755,40670785800,100400,3218825000,4041355000,126200,822530000,25800,0,0,0,0,4041355000,126200,822530000,25800,192040150,33188991,158851159,0.0,1824.0,3034351.0,1204.0,2564703.0,32000.0,32000.0,31650.0,0.0,-0.0109375,32550.0,31600.0,1765596.0,1295948.0,469648.0,1663.5696271929824,2130.151993355482
2023-10-20,33850,29450,31650,31650,33850,33850,2200,0.06951027,33850,31300,32478.33130532101,1863894,60536166850,0,0,1863894,60536166850,561900,18410550000,20052225000,613700,1641675000,51800,0,0,0,0,20052225000,613700,1641675000,51800,192040150,32610731,159429419,0.0,1857.0,3535834.0,1570.0,2566514.0,31650.0,31650.0,33850.0,0.0,0.06951027,33850.0,31300.0,1671940.0,702620.0,969320.0,1904.0570813139473,1634.7222929936306
2023-10-23,36200,31500,33850,33900,34000,34000,150,0.00443131,34250,33500,33920.53297966475,1445421,49029450700,0,0,1445421,49029450700,-35900,-1210370000,336340000,9900,1546710000,45800,0,0,0,0,336340000,9900,1546710000,45800,192040150,32626631,159413519,0.0,1425.0,3197227.0,1677.0,3175253.0,33850.0,33900.0,34000.0,0.0,0.00443131,34250.0,33500.0,1751806.0,1729832.0,21974.0,2243.6680701754385,1893.412641621944
2023-10-24,36350,31650,34000,34000,35200,35200,1200,0.03529412,35500,33800,34630.14007679853,2359420,81707045100,0,0,2359420,81707045100,68578,2406538100,5773733100,167078,3367195000,98500,0,0,0,0,5773733100,167078,3367195000,98500,192040150,32511353,159528797,0.0,2086.0,4497884.0,2236.0,4652115.0,34000.0,34000.0,35200.0,0.0,0.03529412,35500.0,33800.0,2138464.0,2292695.0,-154231.0,2156.22435282838,2080.5523255813955
2023-10-25,37650,32750,35200,35000,34300,34300,-900,-0.02556818,35300,34300,34778.44825882307,1416628,49268123600,0,0,1416628,49268123600,-38900,-1354740000,349600000,10100,1704340000,49000,0,0,0,0,349600000,10100,1704340000,49000,192040150,32547053,159493097,0.0,2193.0,2706524.0,1655.0,3869794.0,35200.0,35000.0,34300.0,0.0,-0.02556818,35300.0,34300.0,1289896.0,2453166.0,-1163270.0,1234.1650706794346,2338.2441087613292
2023-10-26,36700,31900,34300,33450,32800,32800,-1500,-0.04373178,33600,31900,32398.614095585,3342763,108300888450,0,0,3342763,108300888450,600700,19676630000,21313240000,650900,1636610000,50200,0,0,0,0,21313240000,650900,1636610000,50200,192040150,31996653,160043497,0.0,3509.0,5179229.0,1745.0,4994752.0,34300.0,33450.0,32800.0,0.0,-0.04373178,33600.0,31900.0,1836466.0,1651989.0,184477.0,1475.9843260188088,2862.3220630372493
2023-10-27,35050,30550,32800,33000,33900,33900,1100,0.03353659,34250,31850,33222.68627186579,2150620,71449373550,0,0,2150620,71449373550,-308600,-10263315000,2900995000,87200,13164310000,395800,0,0,0,0,2900995000,87200,13164310000,395800,192040150,31965053,160075097,0.0,2562.0,4784731.0,2204.0,4384449.0,32800.0,33000.0,33900.0,0.0,0.03353659,34250.0,31850.0,2634111.0,2233829.0,400282.0,1867.5765027322404,1989.3144283121596
2023-10-30,36250,31550,33900,33400,32500,32500,-1400,-0.04129794,34000,32500,33290.74575103918,975768,32484044400,0,0,975768,32484044400,-19200,-658295000,842405000,25700,1500700000,44900,0,0,0,0,842405000,25700,1500700000,44900,192040150,31994553,160045597,0.0,1356.0,2122707.0,1393.0,2611345.0,33900.0,33400.0,32500.0,0.0,-0.04129794,34000.0,32500.0,1146939.0,1635577.0,-488638.0,1565.4181415929204,1874.6195262024407
2023-10-31,34750,30250,32500,32900,30300,30300,-2200,-0.06769231,32900,30250,31494.707772329926,2295892,72305288850,30000,948000000,2325892,73253288850,-243600,-8133655000,4825115000,158800,12958770000,402400,0,0,0,0,4825115000,158800,12958770000,402400,192040150,32233553,159806597,0.0,2578.0,4098691.0,1849.0,4249631.0,32500.0,32900.0,30300.0,0.0,-0.06769231,32900.0,30250.0,1802799.0,1953739.0,-150940.0,1589.8723816912336,2298.34018388318
2023-11-01,32400,28200,30300,30500,30300,30300,0,0.0,30800,29200,29898.75397662056,1602177,47903095950,0,0,1602177,47903095950,-6600,-230015000,5644770000,188400,5874785000,195000,0,0,0,0,5644770000,188400,5874785000,195000,192040150,32092553,159947597,0.0,2181.0,3245688.0,1521.0,2757532.0,30300.0,30500.0,30300.0,0.0,0.0,30800.0,29200.0,1643511.0,1155355.0,488156.0,1488.165061898212,1812.973044049967
2023-11-02,32400,28200,30300,31300,32400,32400,2100,0.06930693,32400,31000,31944.453392755502,1816606,58030485700,0,0,1816606,58030485700,903500,28845095000,32042685000,1003500,3197590000,100000,0,0,0,0,32042685000,1003500,3197590000,100000,192040150,31491453,160548697,0.0,2359.0,3648432.0,1665.0,2573784.0,30300.0,31300.0,32400.0,0.0,0.06930693,32400.0,31000.0,1831826.0,757178.0,1074648.0,1546.601102161933,1545.8162162162162
2023-11-03,34650,30150,32400,33000,32000,32000,-400,-0.01234568,33000,31900,32369.22454726592,2489320,80577358050,0,0,2489320,80577358050,498284,16169025200,19458825000,599800,3289799800,101516,0,0,0,0,19458825000,599800,3289799800,101516,192040150,31086653,160953497,0.0,2447.0,6673057.0,2213.0,4792304.0,32400.0,33000.0,32000.0,0.0,-0.01234568,33000.0,31900.0,4183737.0,2302984.0,1880753.0,2727.0359624029425,2165.523723452327
2023-11-06,34200,29800,32000,32450,33300,33300,1300,0.040625,33700,32050,32963.449785506746,1577672,52005511750,0,0,1577672,52005511750,251900,8276980000,11586860000,351900,3309880000,100000,0,0,0,0,11586860000,351900,3309880000,100000,192040150,30834753,161205397,0.0,1452.0,3649949.0,2034.0,3404391.0,32000.0,32450.0,33300.0,0.0,0.040625,33700.0,32050.0,2072277.0,1826719.0,245558.0,2513.7389807162535,1673.7418879056047
2023-11-07,35600,31000,33300,32800,32700,32700,-600,-0.01801802,33450,32600,32922.49806892714,1027926,33841891750,0,0,1027926,33841891750,159000,5258045000,6659245000,201600,1401200000,42600,0,0,0,0,6659245000,201600,1401200000,42600,192040150,30734669,161305481,0.0,1891.0,2902176.0,1263.0,2907363.0,33300.0,32800.0,32700.0,0.0,-0.01801802,33450.0,32600.0,1874250.0,1879437.0,-5187.0,1534.7308302485458,2301.9501187648457
2023-11-08,34950,30450,32700,32700,34700,34700,2000,0.06116208,34700,32550,33985.991695353805,3789445,128788046300,0,0,3789445,128788046300,17100,551245000,1787170000,53800,1235925000,36700,0,0,0,0,1787170000,53800,1235925000,36700,192040150,30780869,161259281,0.0,2877.0,7228540.0,1831.0,5250054.0,32700.0,32700.0,34700.0,0.0,0.06116208,34700.0,32550.0,3439095.0,1460609.0,1978486.0,2512.5269377824125,2867.3151283451666
2023-11-09,37100,32300,34700,35000,36750,36750,2050,0.05907781,37100,34550,36330.324987971246,7679515,278999275700,0,0,7679515,278999275700,413000,14742830000,31750515000,878500,17007685000,465500,0,0,0,0,31750515000,878500,17007685000,465500,192040150,29944969,162095181,0.0,5911.0,13266273.0,4455.0,10734503.0,34700.0,35000.0,36750.0,0.0,0.05907781,37100.0,34550.0,5586758.0,3054988.0,2531770.0,2244.3364912874304,2409.54051627385
2023-11-10,39300,34200,36750,36500,36500,36500,-250,-0.00680272,37900,36450,36930.84603852127,3803302,140459160600,0,0,3803302,140459160600,322440,11835149000,32650170000,883300,20815021000,560860,0,0,0,0,32650170000,883300,20815021000,560860,192040150,29944969,162095181,0.0,3520.0,7027048.0,3574.0,7328997.0,36750.0,36500.0,36500.0,0.0,-0.00680272,37900.0,36450.0,3223746.0,3525695.0,-301949.0,1996.3204545454546,2050.6426972579743
2023-11-13,39050,33950,36500,36900,37000,37000,500,0.01369863,37550,36100,36962.675348201505,3687520,136300604600,0,0,3687520,136300604600,359100,13267420000,24368875000,659400,11101455000,300300,0,0,0,0,24368875000,659400,11101455000,300300,192040150,28927569,163112581,0.0,4487.0,7550134.0,3606.0,7838687.0,36500.0,36900.0,37000.0,0.0,0.01369863,37550.0,36100.0,3862614.0,4151167.0,-288553.0,1682.6685981724984,2173.790072102052
2023-11-14,39550,34450,37000,37400,37000,37000,0,0.0,37850,36500,37258.960749545106,3061697,114075648350,0,0,3061697,114075648350,-189900,-7125165000,12201490000,327800,19326655000,517700,0,0,0,0,12201490000,327800,19326655000,517700,192040150,29160629,162879521,0.0,3810.0,5178161.0,3820.0,7588820.0,37000.0,37400.0,37000.0,0.0,0.0,37850.0,36500.0,2116464.0,4527123.0,-2410659.0,1359.097375328084,1986.6020942408377
2023-11-15,39550,34450,37000,37900,36700,36700,-300,-0.00810811,37900,36400,37171.243357672705,3395459,126213432800,0,0,3395459,126213432800,191600,7021880000,22280110000,602500,15258230000,410900,0,0,0,0,22280110000,602500,15258230000,410900,192040150,28858429,163181721,0.0,2205.0,5741623.0,3740.0,8149246.0,37000.0,37900.0,36700.0,0.0,-0.00810811,37900.0,36400.0,2346164.0,4753787.0,-2407623.0,2603.910657596372,2178.942780748663
2023-11-16,39250,34150,36700,36650,37500,37500,800,0.02179837,37500,36500,36923.87789704038,2225644,82348613850,61000,2083150000,2286644,84431763850,416900,15433335000,24945540000,675600,9512205000,258700,0,0,0,0,24945540000,675600,9512205000,258700,192040150,28700529,163339621,0.0,2081.0,5584568.0,2161.0,4949502.0,36700.0,36650.0,37500.0,0.0,0.02179837,37500.0,36500.0,3358924.0,2723858.0,635066.0,2683.59827006247,2290.375751966682
2023-11-17,40100,34900,37500,37500,36950,36950,-550,-0.01466667,38000,35800,37022.63411982827,4389899,162525624500,0,0,4389899,162525624500,361500,13434565000,20111010000,540500,6676445000,179000,0,0,0,0,20111010000,540500,6676445000,179000,192040150,28576529,163463621,0.0,4291.0,8838491.0,5539.0,10258116.0,37500.0,37500.0,36950.0,0.0,-0.01466667,38000.0,35800.0,4448592.0,5868217.0,-1419625.0,2059.774178513167,1851.979779743636
2023-11-20,39500,34400,36950,36700,37150,37150,200,0.00541272,37850,36000,37173.63408577181,2915410,108376384550,0,0,2915410,108376384550,85900,3146930000,10199400000,275300,7052470000,189400,0,0,0,0,10199400000,275300,7052470000,189400,192040150,28564929,163475221,0.0,2984.0,6018693.0,2802.0,6061071.0,36950.0,36700.0,37150.0,0.0,0.00541272,37850.0,36000.0,3103283.0,3145661.0,-42378.0,2016.9882707774798,2163.1231263383297
2023-11-21,39750,34550,37150,37500,37850,37850,700,0.01884253,38400,37200,37954.58737714641,3280938,124526648000,0,0,3280938,124526648000,13200,505000000,6118135000,161300,5613135000,148100,0,0,0,0,6118135000,161300,5613135000,148100,192040150,28582629,163457521,0.0,3315.0,5875685.0,3821.0,7703391.0,37150.0,37500.0,37850.0,700.0,0.01884253,38400.0,37200.0,2594747.0,4422453.0,-1827706.0,1772.4539969834088,2016.0667364564251
2023-11-22,40450,35250,37850,37850,38150,38150,300,0.00792602,38400,37450,38123.34097105958,4939079,188294192800,0,0,4939079,188294192800,7600,406465000,41308780000,1083200,40902315000,1075600,0,0,0,0,41308780000,1083200,40902315000,1075600,192040150,27688829,164351321,0.0,3597.0,7743380.0,4753.0,9613198.0,37850.0,37850.0,38150.0,0.0,0.00792602,38400.0,37450.0,2804301.0,4674119.0,-1869818.0,2152.7328329163192,2022.5537555228277
2023-11-23,40800,35500,38150,38200,35500,35500,-2650,-0.06946265,38400,35500,37282.01471774535,5439556,202797606850,0,0,5439556,202797606850,-37200,-1864020000,8160345000,228900,10024365000,266100,0,0,0,0,8160345000,228900,10024365000,266100,192040150,27608029,164432121,0.0,4937.0,7785920.0,5105.0,9403180.0,38150.0,38200.0,35500.0,0.0,-0.06946265,38400.0,35500.0,2346364.0,3963624.0,-1617260.0,1577.0548916345958,1841.9549461312438
2023-11-24,37950,33050,35500,35700,36900,36900,1400,0.03943662,36900,35200,35679.52217813289,2932934,104645683700,0,0,2932934,104645683700,1165600,41618585000,43180520000,1209400,1561935000,43800,0,0,0,0,43180520000,1209400,1561935000,43800,192040150,27474229,164565921,0.0,3679.0,5223328.0,2373.0,5108164.0,35500.0,35700.0,36900.0,0.0,0.03943662,36900.0,35200.0,2290394.0,2175230.0,115164.0,1419.7684153302528,2152.6186262115466
2023-11-27,39450,34350,36900,36850,37050,37050,150,0.00406504,37800,36700,37404.16449517852,2246923,84044277500,0,0,2246923,84044277500,322478,12069650000,15129455000,404378,3059805000,81900,0,0,0,0,15129455000,404378,3059805000,81900,192040150,27338951,164701199,0.0,1764.0,3657228.0,3131.0,5522696.0,36900.0,36850.0,37050.0,0.0,0.00406504,37800.0,36700.0,1410305.0,3275773.0,-1865468.0,2073.2585034013605,1763.8760779303736
2023-11-28,39600,34500,37050,36750,37200,37200,150,0.00404858,37400,36200,36806.775780119366,1681858,61903770300,0,0,1681858,61903770300,216300,7961035000,15991650000,435000,8030615000,218700,0,0,0,0,15991650000,435000,8030615000,218700,192040150,26947751,165092399,0.0,1973.0,3281682.0,1895.0,3585355.0,37050.0,36750.0,37200.0,0.0,0.00404858,37400.0,36200.0,1599824.0,1903497.0,-303673.0,1663.295489102889,1892.0079155672822
2023-11-29,39800,34600,37200,37300,37300,37300,100,0.00268817,37500,37000,37241.410698261694,1511124,56276389500,0,0,1511124,56276389500,322400,11992475000,13076005000,351500,1083530000,29100,0,0,0,0,13076005000,351500,1083530000,29100,192040150,26678151,165361999,0.0,1721.0,2972655.0,2054.0,3731378.0,37200.0,37300.0,37300.0,0.0,0.00268817,37500.0,37000.0,1461531.0,2220254.0,-758723.0,1727.2835560720512,1816.6397273612463
2023-11-30,39900,34700,37300,37600,37000,37000,-300,-0.0080429,37800,37000,37454.25992100809,2568111,96186696900,0,0,2568111,96186696900,495544,18579027800,19370260000,516700,791232200,21156,0,0,0,0,19370260000,516700,791232200,21156,192040150,26380151,165659999,0.0,2458.0,4389667.0,2657.0,6059655.0,37300.0,37600.0,37000.0,0.0,-0.0080429,37800.0,37000.0,1821556.0,3491544.0,-1669988.0,1785.8694060211553,2280.637937523523
2023-12-01,39550,34450,37000,37500,37200,37200,200,0.00540541,37500,36600,36979.72724405736,1306406,48310537550,0,0,1306406,48310537550,-149838,-5550877000,8187938000,221162,13738815000,371000,0,0,0,0,8187938000,221162,13738815000,371000,192040150,26188089,165852061,0.0,1891.0,2555636.0,1655.0,3221616.0,37000.0,37500.0,37200.0,0.0,0.00540541,37500.0,36600.0,1249230.0,1915210.0,-665980.0,1351.4732945531464,1946.5957703927493
2023-12-04,39800,34600,37200,37600,38300,38300,1100,0.02956989,38800,37500,38050.606733424276,3858037,146800648650,0,0,3858037,146800648650,-309900,-11784920000,6397900000,168500,18182820000,478400,0,0,0,0,6397900000,168500,18182820000,478400,192040150,26045745,165994405,0.0,3090.0,7027543.0,4609.0,7481787.0,37200.0,37600.0,38300.0,0.0,0.02956989,38800.0,37500.0,3169506.0,3623750.0,-454244.0,2274.285760517799,1623.299414189629
2023-12-05,40950,35650,38300,38100,37600,37600,-700,-0.01827676,38300,37600,37869.011980050476,2244064,84980486500,0,0,2244064,84980486500,-366091,-13864179050,755000,20,13864934050,366111,0,0,0,0,755000,20,13864934050,366111,192040150,26416725,165623425,0.0,3187.0,4251221.0,2532.0,4553219.0,38300.0,38100.0,37600.0,0.0,-0.01827676,38300.0,37600.0,2007157.0,2309155.0,-301998.0,1333.9256353937872,1798.269747235387
2023-12-06,40200,35000,37600,37600,38200,38200,600,0.01595745,38350,37400,37875.43161625434,2130828,80706030200,0,0,2130828,80706030200,-73500,-2800390000,10819840000,285600,13620230000,359100,0,0,0,0,10819840000,285600,13620230000,359100,192040150,26416725,165623425,0.0,2682.0,4456857.0,2571.0,4332966.0,37600.0,37600.0,38200.0,0.0,0.01595745,38350.0,37400.0,2326029.0,2202138.0,123891.0,1661.7662192393736,1685.323220536756
2023-12-07,40850,35550,38200,38450,37150,37150,-1050,-0.02748691,38450,36600,37464.365586822125,2956228,110753206550,0,0,2956228,110753206550,166100,6244850000,6244850000,166100,0,0,0,0,0,0,6244850000,166100,0,0,192040150,26789036,165251114,0.0,3826.0,5115577.0,2642.0,7053633.0,38200.0,38450.0,37150.0,0.0,-0.02748691,38450.0,36600.0,2159349.0,4097405.0,-1938056.0,1337.056194458965,2669.8080999242998
2023-12-08,39750,34550,37150,37200,36900,36900,-250,-0.00672948,37650,36550,37170.149641503944,1299038,48285436850,0,0,1299038,48285436850,85100,3175050000,4044635000,108400,869585000,23300,0,0,0,0,4044635000,108400,869585000,23300,192040150,27039736,165000414,0.0,1716.0,2695378.0,1685.0,3830494.0,37150.0,37200.0,36900.0,0.0,-0.00672948,37650.0,36550.0,1396340.0,2531456.0,-1135116.0,1570.7331002331002,2273.2902077151334
